,churn,eqpdays,change_mou,hnd_price,change_rev
24003,0,626.0,-123.0,79.98999023,-9.69
24004,0,4.0,61.5,149.98999019999997,0.51
24005,1,626.0,-248.25,59.98999023,-19.1725
24006,1,285.0,-310.3333333,129.9899902,-65.83666667
24007,0,626.0,35.5,149.98999019999997,7.815
24008,1,443.0,-120.0,29.98999023,-21.8325
24009,0,688.0,101.25,149.98999019999997,-1.71
24010,1,734.0,2.5,59.98999023,0.0
24011,0,444.0,17.75,9.989997864,-0.895
24012,0,795.0,-7.75,9.989997864,0.0
24013,1,626.0,18.0,29.98999023,2.655
24014,1,688.0,143.5,29.98999023,54.5475
24015,0,626.0,-33.0,29.98999023,-0.45
24016,0,363.0,-92.5,79.98999023,-10.0225
24017,1,29.0,-40.25,249.98999019999997,-10.7925
24018,0,734.0,53.0,59.98999023,7.2925
24019,0,319.0,-324.0,9.989997864,-90.125
24020,1,734.0,115.0,149.98999019999997,3.15
24021,1,455.0,-118.5,29.98999023,-15.4225
24022,1,61.0,-43.75,129.9899902,-26.1375
24023,1,481.0,-346.0,59.98999023,0.0
24024,1,116.0,117.5,199.98999019999997,-11.0075
24025,0,795.0,26.25,29.98999023,-0.39
24026,0,52.0,230.75,149.98999019999997,-52.8175
24027,0,106.0,391.0,149.98999019999997,-16.7975
24028,1,688.0,16.25,79.98999023,0.0
24029,0,455.0,104.75,29.98999023,12.81
24030,1,285.0,52.75,129.9899902,2.5425
24031,0,734.0,0.0,29.98999023,1.0
24032,0,313.0,0.0,59.98999023,-10.7475
24033,0,52.0,188.25,129.9899902,1.7625
24034,0,626.0,-4.75,149.98999019999997,-0.1575
24035,0,688.0,-22.75,149.98999019999997,0.0
24036,0,795.0,-88.75,29.98999023,-26.655
24037,0,704.0,-36.5,29.98999023,0.7425
24038,0,217.0,-34.75,29.98999023,0.6675
24039,1,688.0,-7.75,29.98999023,-0.6125
24040,1,626.0,-589.5,79.98999023,-2.2525
24041,0,411.0,100.5,79.98999023,41.375
24042,1,687.0,-106.75,149.98999019999997,-17.0975
24043,1,115.0,134.25,199.98999019999997,-7.2875
24044,0,104.0,-183.0,39.98999023,-13.4575
24045,0,296.0,-501.25,99.98999023,-33.06
24046,0,362.0,91.25,39.98999023,-0.375
24047,0,687.0,35.0,29.98999023,2.2275
24048,0,216.0,141.25,29.98999023,-0.2925
24049,0,794.0,-45.75,79.98999023,-4.965
24050,1,687.0,-30.0,59.98999023,-0.0975
24051,1,402.0,-52.0,79.98999023,4.245
24052,1,687.0,-6.75,59.98999023,2.535
24053,0,28.0,-674.75,99.98999023,-32.8375
24054,1,709.0,-2.5,129.9899902,1.05
24055,0,733.0,-7.75,59.98999023,0.0
24056,0,794.0,59.25,29.98999023,-57.0025
24057,1,50.0,-111.0,299.98999019999997,-3.9225
24058,1,531.0,49.25,149.98999019999997,-1.4975
24059,0,625.0,26.5,29.98999023,-0.255
24060,1,687.0,-4.75,79.98999023,0.0
24061,0,733.0,22.75,79.98999023,-1.9825
24062,0,-1.0,-178.0,199.98999019999997,-19.7925
24063,0,81.0,-160.5,149.98999019999997,-0.3975
24064,0,664.0,-59.0,59.98999023,-11.3425
24065,0,246.0,-72.25,99.98999023,-0.2475
24066,1,223.0,451.0,29.98999023,2.2275
24067,1,120.0,-87.75,199.98999019999997,-43.57
24068,0,248.0,58.75,99.98999023,4.1625
24069,1,379.0,39.0,99.98999023,-5.95
24070,0,687.0,-15.25,29.98999023,-0.99
24071,0,733.0,22.0,59.98999023,-0.495
24072,1,344.0,29.5,149.98999019999997,0.2475
24073,0,254.0,-39.5,79.98999023,0.0
24074,0,687.0,123.0,29.98999023,-43.665
24075,1,625.0,-69.0,149.98999019999997,-5.17
24076,0,27.0,163.5,99.98999023,22.5225
24077,1,25.0,279.25,199.98999019999997,14.49
24078,0,733.0,303.0,79.98999023,23.6525
24079,1,794.0,-10.75,149.98999019999997,-0.15
24080,0,733.0,-11.0,59.98999023,0.0
24081,1,625.0,-53.25,29.98999023,-2.6375
24082,0,794.0,0.0,9.989997864,0.0
24083,0,456.0,-153.25,79.98999023,-6.2075
24084,0,687.0,-53.5,59.98999023,-0.0975
24085,1,625.0,66.0,79.98999023,-3.02
24086,1,733.0,32.0,29.98999023,6.045
24087,0,117.0,26.75,149.98999019999997,-1.315
24088,1,294.0,267.0,9.989997864,51.285
24089,1,525.0,-10.25,39.98999023,0.585
24090,1,725.0,-216.5,149.98999019999997,-38.7975
24091,1,249.0,-6.25,9.989997864,-1.1475
24092,1,137.0,-353.25,99.98999023,-17.6875
24093,0,287.0,155.25,199.98999019999997,6.1
24094,0,117.0,-112.0,129.9899902,-22.4025
24095,0,100.0,-94.25,129.9899902,3.63
24096,1,625.0,22.25,29.98999023,-0.45
24097,0,498.0,19.0,149.98999019999997,0.4725
24098,0,625.0,5.25,59.98999023,-0.135
24099,1,733.0,-32.25,29.98999023,-1.06
24100,0,794.0,-36.0,29.98999023,0.0
24101,0,96.0,-20.0,199.98999019999997,0.0
24102,0,48.0,1834.5,149.98999019999997,192.445
24103,0,794.0,-67.5,29.98999023,-18.96
24104,1,687.0,368.5,29.98999023,-22.1225
24105,0,794.0,9.5,59.98999023,-0.075
24106,1,111.0,-121.5,99.98999023,-6.3875
24107,1,299.0,-146.0,29.98999023,-8.25
24108,1,451.0,-207.25,199.98999019999997,-11.04
24109,0,239.0,624.5,199.98999019999997,-19.605
24110,0,625.0,-11.0,29.98999023,-0.82
24111,0,183.0,183.5,29.98999023,4.95
24112,0,794.0,-308.5,29.98999023,-3.4875
24113,0,102.0,50.0,99.98999023,-2.9375
24114,0,136.0,-440.75,199.98999019999997,-57.6
24115,0,44.0,99.75,199.98999019999997,44.6775
24116,0,423.0,3.5,79.98999023,-15.0975
24117,0,625.0,50.0,149.98999019999997,1.67
24118,0,206.0,256.75,149.98999019999997,-24.135
24119,1,625.0,35.5,149.98999019999997,-0.0325
24120,0,625.0,-82.75,149.98999019999997,-6.225
24121,0,733.0,-40.5,29.98999023,0.64
24122,0,733.0,-9.5,29.98999023,0.0
24123,1,131.0,-6.25,9.989997864,-0.315
24124,0,270.0,22.75,149.98999019999997,-24.0025
24125,0,625.0,18.25,29.98999023,1.39
24126,0,687.0,-15.5,59.98999023,-11.795
24127,0,732.0,-24.5,29.98999023,-5.715
24128,0,793.0,-68.5,29.98999023,-10.5
24129,1,656.0,25.75,39.98999023,-0.345
24130,0,134.0,-278.5,129.9899902,-35.1125
24131,0,793.0,206.75,79.98999023,22.7925
24132,1,686.0,-48.25,29.98999023,2.3075
24133,0,104.0,386.75,29.98999023,4.505
24134,1,27.0,-465.75,129.9899902,-4.575
24135,0,165.0,-28.25,199.98999019999997,-2.43
24136,0,624.0,-145.75,29.98999023,-0.9225
24137,1,793.0,33.25,9.989997864,4.4375
24138,0,3.0,145.0,149.98999019999997,26.2425
24139,1,324.0,-0.75,129.9899902,8.8875
24140,0,72.0,-21.0,149.98999019999997,-9.2475
24141,1,624.0,2.5,29.98999023,0.9325
24142,1,686.0,29.25,9.989997864,9.5425
24143,0,185.0,-53.75,129.9899902,-11.9575
24144,1,624.0,302.25,59.98999023,20.6375
24145,0,63.0,32.25,59.98999023,0.9
24146,0,425.0,38.25,199.98999019999997,16.4175
24147,1,402.0,-237.5,199.98999019999997,-6.8075
24148,0,624.0,49.5,29.98999023,-29.3175
24149,1,595.0,-76.0,79.98999023,-4.7475
24150,0,604.0,76.25,79.98999023,30.205
24151,0,732.0,17.75,29.98999023,-1.225
24152,1,793.0,11.5,79.98999023,12.5
24153,1,793.0,38.5,9.989997864,3.45
24154,1,257.0,24.0,129.9899902,0.0
24155,1,624.0,-6.75,29.98999023,-0.45
24156,1,187.0,-466.5,129.9899902,0.0
24157,0,793.0,3.5,149.98999019999997,0.0
24158,0,61.0,769.0,199.98999019999997,151.5675
24159,1,227.0,-22.0,199.98999019999997,-0.45
24160,0,44.0,124.75,149.98999019999997,-10.2225
24161,0,334.0,1194.0,129.9899902,44.055
24162,1,231.0,-224.25,99.98999023,-37.72
24163,0,88.0,266.0,249.98999019999997,16.385
24164,0,793.0,3.75,79.98999023,-0.7125
24165,1,624.0,9.25,29.98999023,2.6375
24166,0,732.0,184.75,149.98999019999997,7.3525
24167,1,597.0,-6.25,199.98999019999997,-0.315
24168,1,686.0,-29.25,59.98999023,-0.6
24169,0,17.0,26.5,199.98999019999997,4.185
24170,0,157.0,-28.5,199.98999019999997,-2.9725
24171,1,30.0,-187.0,129.9899902,-21.695
24172,1,686.0,-8.75,9.989997864,-1.1375
24173,0,793.0,-122.75,79.98999023,-9.415
24174,0,20.0,-256.25,199.98999019999997,15.1675
24175,1,732.0,-52.5,29.98999023,-15.1675
24176,1,732.0,-46.5,29.98999023,-2.215
24177,1,793.0,-7.75,79.98999023,-4.8125
24178,1,481.0,-8.5,149.98999019999997,-2.0625
24179,1,732.0,-73.25,149.98999019999997,-9.45
24180,0,45.0,-3.25,149.98999019999997,-37.8125
24181,1,366.0,-133.0,199.98999019999997,-19.635
24182,0,190.0,8.25,29.98999023,-0.69
24183,1,732.0,0.0,29.98999023,0.0
24184,1,283.0,168.5,149.98999019999997,100.7825
24185,0,109.0,67.25,79.98999023,0.99
24186,1,366.0,-78.25,99.98999023,-10.42
24187,0,793.0,38.75,79.98999023,-1.83
24188,0,481.0,-25.5,199.98999019999997,-1.4325
24189,1,237.0,187.75,129.9899902,42.165
24190,1,686.0,58.75,149.98999019999997,3.875
24191,0,117.0,-343.5,149.98999019999997,13.445
24192,1,563.0,-64.5,79.98999023,-1.4275
24193,0,23.0,168.0,99.98999023,9.045
24194,0,119.0,-321.25,149.98999019999997,-47.085
24195,0,16.0,34.25,129.9899902,26.29
24196,1,450.0,-364.5,149.98999019999997,-112.465
24197,0,686.0,-33.25,29.98999023,-1.1675
24198,1,218.0,-164.0,299.98999019999997,1.095
24199,0,66.0,-57.25,129.9899902,-0.525
24200,1,254.0,-709.0,129.9899902,-26.195
24201,1,228.0,-1587.0,149.98999019999997,-130.6925
24202,1,58.0,31.75,149.98999019999997,-0.4875
24203,0,6.0,-38.0,99.98999023,-19.64
24204,1,225.0,0.0,29.98999023,0.5625
24205,1,623.0,489.5,29.98999023,35.8225
24206,1,792.0,-59.0,29.98999023,0.0
24207,0,685.0,135.25,59.98999023,34.74
24208,0,95.0,-508.5,199.98999019999997,-182.9925
24209,1,792.0,7.5,79.98999023,1.5
24210,1,173.0,-131.25,149.98999019999997,-47.97
24211,1,453.0,165.0,9.989997864,7.3475
24212,0,294.0,5.5,99.98999023,0.0
24213,0,685.0,-10.5,79.98999023,-8.6425
24214,1,623.0,-205.5,9.989997864,-54.675
24215,0,623.0,28.25,29.98999023,-0.5625
24216,1,685.0,6.75,79.98999023,2.025
24217,1,55.0,-163.5,199.98999019999997,-17.5225
24218,0,712.0,-1.75,9.989997864,-0.2475
24219,1,82.0,342.0,199.98999019999997,45.1775
24220,1,136.0,6.5,129.9899902,-7.7475
24221,1,596.0,184.5,29.98999023,0.045
24222,0,116.0,75.75,29.98999023,-1.2
24223,1,623.0,9.0,29.98999023,-1.0125
24224,1,623.0,0.0,149.98999019999997,-0.45
24225,1,530.0,18.5,79.98999023,-0.2575
24226,1,623.0,55.5,79.98999023,-0.875
24227,1,529.0,-20.75,79.98999023,0.0
24228,0,310.0,21.0,129.9899902,0.0
24229,0,685.0,985.25,29.98999023,33.07
24230,0,731.0,-7.0,59.98999023,0.45
24231,1,166.0,179.25,99.98999023,12.065
24232,1,731.0,-2.0,29.98999023,0.0
24233,0,209.0,-55.25,29.98999023,-7.3575
24234,1,399.0,-15.5,59.98999023,-0.7875
24235,0,435.0,118.25,199.98999019999997,10.725
24236,1,40.0,-278.5,149.98999019999997,-58.4725
24237,0,577.0,21.75,29.98999023,22.1325
24238,0,731.0,8.0,59.98999023,-0.2475
24239,1,304.0,392.75,149.98999019999997,118.195
24240,0,623.0,-5.5,29.98999023,-0.3675
24241,0,87.0,101.25,79.98999023,-9.43
24242,0,373.0,201.0,9.989997864,81.905
24243,1,623.0,15.25,149.98999019999997,-1.005
24244,1,731.0,44.25,79.98999023,-0.2475
24245,0,731.0,11.5,29.98999023,0.045
24246,0,589.0,811.0,29.98999023,154.635
24247,1,731.0,-13.75,149.98999019999997,-0.1375
24248,1,792.0,21.5,149.98999019999997,7.6725
24249,0,685.0,-0.75,29.98999023,0.0
24250,1,731.0,163.5,59.98999023,4.455
24251,0,405.0,-901.25,149.98999019999997,-74.275
24252,0,12.0,-160.0,199.98999019999997,-93.33
24253,1,411.0,22.25,149.98999019999997,-14.9275
24254,1,60.0,-322.0,99.98999023,-31.9475
24255,0,472.0,195.75,9.989997864,-6.88
24256,0,623.0,-43.25,9.989997864,-19.7425
24257,0,269.0,1329.25,149.98999019999997,101.25
24258,1,225.0,134.5,149.98999019999997,-11.095
24259,1,239.0,170.0,129.9899902,4.1175
24260,0,44.0,-410.75,249.98999019999997,-108.0525
24261,1,361.0,-77.25,99.98999023,0.2925
24262,1,315.0,-71.5,199.98999019999997,-1.8225
24263,0,731.0,1.5,29.98999023,0.0
24264,0,685.0,89.25,59.98999023,27.7375
24265,0,685.0,33.5,59.98999023,0.0
24266,0,403.0,160.5,79.98999023,56.9475
24267,0,390.0,-802.25,199.98999019999997,-8.475
24268,1,189.0,144.75,129.9899902,2.4275
24269,0,435.0,38.0,29.98999023,-5.095
24270,0,685.0,-319.75,29.98999023,-0.2475
24271,1,663.0,-304.75,129.9899902,-2.3675
24272,0,623.0,-4.25,29.98999023,-0.18
24273,1,685.0,3.0,29.98999023,0.0
24274,0,183.0,189.25,199.98999019999997,-20.9975
24275,1,623.0,4.75,29.98999023,0.14
24276,1,224.0,-260.5,99.98999023,-2.7225
24277,1,464.0,6.25,29.98999023,-14.58
24278,0,237.0,11.25,79.98999023,-3.0775
24279,0,384.0,59.0,79.98999023,19.075
24280,0,168.0,-251.5,129.9899902,-53.925
24281,1,731.0,-5.25,29.98999023,-1.3775
24282,1,623.0,-5.25,29.98999023,-0.405
24283,1,11.0,-17.0,59.98999023,-0.155
24284,0,608.0,282.5,9.989997864,39.2425
24285,0,228.0,145.5,39.98999023,-11.8675
24286,1,792.0,-147.25,59.98999023,-1.68
24287,1,685.0,-302.25,59.98999023,-5.715
24288,1,685.0,-24.5,149.98999019999997,0.0
24289,1,791.0,-8.5,9.989997864,-0.945
24290,1,622.0,-52.0,29.98999023,-0.27
24291,0,172.0,-195.5,129.9899902,54.78
24292,1,135.0,-123.0,199.98999019999997,-3.915
24293,1,68.0,-167.25,129.9899902,-14.985
24294,1,627.0,-42.0,99.98999023,0.195
24295,0,791.0,13.75,9.989997864,0.93
24296,0,256.0,-358.5,129.9899902,-137.9925
24297,0,622.0,-2.75,29.98999023,-0.855
24298,1,296.0,-60.25,149.98999019999997,-1.125
24299,0,600.0,-61.25,29.98999023,-1.6875
24300,0,542.0,66.0,29.98999023,-0.495
24301,0,42.0,-35.25,29.98999023,-1.8375
24302,1,684.0,1.75,149.98999019999997,0.0
24303,1,606.0,1.5,29.98999023,-5.3275
24304,1,214.0,67.75,29.98999023,19.595
24305,1,469.0,58.0,149.98999019999997,18.2
24306,1,730.0,-260.5,59.98999023,-26.875
24307,1,38.0,258.5,149.98999019999997,27.1325
24308,1,286.0,58.0,129.9899902,14.84
24309,0,239.0,-94.5,199.98999019999997,-0.54
24310,0,622.0,-43.25,29.98999023,-1.7575
24311,1,730.0,-8.5,59.98999023,-2.405
24312,0,71.0,296.25,199.98999019999997,66.225
24313,0,53.0,43.0,199.98999019999997,-1.0725
24314,1,213.0,-12.25,59.98999023,-0.45
24315,1,444.0,-29.75,59.98999023,-1.26
24316,1,730.0,-21.75,9.989997864,-1.2225
24317,1,450.0,150.0,199.98999019999997,8.75
24318,0,134.0,-33.0,129.9899902,3.225
24319,0,622.0,57.5,29.98999023,-0.48
24320,1,382.0,-57.5,9.989997864,0.0
24321,0,483.0,126.75,99.98999023,13.3775
24322,0,217.0,-34.75,29.98999023,0.2925
24323,1,308.0,225.75,29.98999023,4.71
24324,0,54.0,-101.0,149.98999019999997,-77.96333333
24325,0,231.0,81.25,99.98999023,1.035
24326,1,622.0,-47.0,29.98999023,-1.1575
24327,0,127.0,-87.25,149.98999019999997,-10.24
24328,1,346.0,-35.5,29.98999023,-0.315
24329,0,791.0,105.0,59.98999023,-2.4575
24330,1,622.0,15.75,29.98999023,-0.29
24331,0,791.0,-2.0,29.98999023,0.0
24332,0,141.0,-153.75,199.98999019999997,-71.16
24333,0,218.0,187.25,99.98999023,11.1075
24334,0,255.0,-131.75,129.9899902,-10.575
24335,1,275.0,-835.0,129.9899902,-178.555
24336,0,612.0,-63.0,39.98999023,0.7425
24337,0,69.0,414.5,199.98999019999997,-1.1575
24338,1,684.0,-92.75,79.98999023,-37.72
24339,0,791.0,130.0,59.98999023,26.3425
24340,1,684.0,115.25,29.98999023,14.4
24341,0,218.0,-247.5,99.98999023,-111.375
24342,0,791.0,-27.0,29.98999023,0.0
24343,0,355.0,-36.75,129.9899902,-33.93
24344,0,308.0,24.5,9.989997864,-1.545
24345,0,730.0,16.25,9.989997864,0.0
24346,1,444.0,69.0,99.98999023,9.965
24347,1,502.0,45.75,99.98999023,2.8875
24348,0,684.0,-60.25,9.989997864,-3.855
24349,1,271.0,30.25,59.98999023,-0.2625
24350,0,241.0,-349.75,129.9899902,58.8025
24351,1,622.0,-410.0,79.98999023,-33.4275
24352,1,321.0,-20.5,9.989997864,-35.2375
24353,1,714.0,0.0,149.98999019999997,0.0
24354,1,622.0,-185.0,29.98999023,-3.9
24355,1,684.0,-47.0,79.98999023,-14.2225
24356,0,684.0,1.5,29.98999023,-2.4125
24357,1,730.0,-3.75,29.98999023,-5.9775
24358,1,684.0,-55.25,29.98999023,-1.08
24359,1,395.0,-87.0,39.98999023,-4.215
24360,1,791.0,-20.75,149.98999019999997,-1.0725
24361,1,622.0,15.25,29.98999023,2.195
24362,0,683.0,21.25,29.98999023,0.2475
24363,0,208.0,-65.0,199.98999019999997,-18.405
24364,1,683.0,-40.0,29.98999023,-0.2475
24365,0,677.0,-12.5,9.989997864,0.0
24366,1,286.0,-16.5,99.98999023,4.99
24367,1,683.0,-42.75,29.98999023,-8.4375
24368,0,683.0,151.5,59.98999023,-3.495
24369,1,683.0,-543.75,29.98999023,-54.0525
24370,1,614.0,-34.5,29.98999023,-0.855
24371,1,683.0,-16.0,29.98999023,-6.24
24372,0,184.0,69.5,199.98999019999997,-1.3925
24373,1,357.0,-653.25,79.98999023,-44.8875
24374,0,790.0,-46.75,149.98999019999997,-2.6675
24375,0,790.0,-25.5,59.98999023,0.0
24376,0,154.0,-171.5,199.98999019999997,-19.3075
24377,0,17.0,-50.5,129.9899902,0.115
24378,0,719.0,213.5,129.9899902,-8.0775
24379,1,273.0,119.25,99.98999023,-23.365
24380,0,192.0,-544.75,149.98999019999997,-21.505
24381,0,683.0,0.0,79.98999023,0.0
24382,0,216.0,-308.0,149.98999019999997,-13.305
24383,1,790.0,44.0,9.989997864,-0.0875
24384,0,170.0,-96.25,149.98999019999997,-13.6125
24385,1,729.0,168.5,79.98999023,-7.0975
24386,0,264.0,586.75,149.98999019999997,79.305
24387,1,683.0,-20.25,149.98999019999997,-5.61
24388,1,683.0,-48.25,149.98999019999997,-2.8875
24389,0,59.0,-19.5,59.98999023,11.3025
24390,1,729.0,-20.0,149.98999019999997,-0.9375
24391,1,415.0,37.5,39.98999023,-0.0975
24392,1,729.0,20.75,29.98999023,0.0
24393,0,412.0,90.75,79.98999023,-1.0575
24394,0,729.0,-271.0,149.98999019999997,-25.005
24395,0,621.0,28.0,29.98999023,-0.39
24396,1,105.0,-170.0,129.9899902,-24.3275
24397,1,528.0,-121.5,29.98999023,-30.945
24398,1,683.0,7.0,29.98999023,1.17
24399,0,96.0,59.5,199.98999019999997,-3.4625
24400,0,621.0,-218.0,59.98999023,-40.3125
24401,0,62.0,-4.25,149.98999019999997,-9.2725
24402,0,55.0,241.75,179.98999019999997,-0.2475
24403,1,621.0,212.75,149.98999019999997,33.2775
24404,1,270.0,441.0,129.9899902,-2.9425
24405,0,135.0,2.5,149.98999019999997,0.2625
24406,1,265.0,59.0,99.98999023,-1.305
24407,0,99.0,-373.25,149.98999019999997,-94.6325
24408,1,342.0,-42.5,29.98999023,-24.0075
24409,0,621.0,-46.5,29.98999023,-17.1575
24410,1,729.0,308.0,59.98999023,3.96
24411,1,599.0,95.25,39.98999023,-6.9875
24412,0,328.0,-416.75,29.98999023,-87.6425
24413,0,790.0,-6.5,59.98999023,-1.2375
24414,1,621.0,32.0,149.98999019999997,-5.165
24415,1,73.0,-356.75,149.98999019999997,-43.615
24416,1,621.0,124.75,29.98999023,17.2725
24417,0,621.0,-1.75,59.98999023,-0.155
24418,1,621.0,-16.0,29.98999023,-17.635
24419,1,790.0,1.5,29.98999023,0.0
24420,1,681.0,-139.5,9.989997864,-34.2
24421,1,683.0,-53.5,29.98999023,0.0
24422,1,678.0,-65.0,79.98999023,-16.275
24423,0,501.0,-81.0,149.98999019999997,0.385
24424,0,729.0,-33.0,79.98999023,0.0
24425,0,319.0,33.25,29.98999023,1.3275
24426,0,158.0,-629.25,29.98999023,-82.8625
24427,1,683.0,-253.75,29.98999023,-33.4375
24428,0,683.0,-0.75,149.98999019999997,-0.2725
24429,1,729.0,285.25,79.98999023,9.12
24430,0,621.0,6.5,29.98999023,1.69
24431,0,472.0,-21.5,29.98999023,0.0
24432,1,728.0,-20.5,29.98999023,-5.9425
24433,0,728.0,0.0,29.98999023,0.0
24434,0,619.0,14.75,29.98999023,-0.12
24435,0,789.0,1.75,59.98999023,-0.2475
24436,0,728.0,15.25,79.98999023,0.495
24437,1,620.0,96.75,59.98999023,1.5
24438,1,295.0,-1130.75,129.9899902,-86.8975
24439,1,682.0,-83.75,79.98999023,-1.805
24440,1,620.0,869.25,29.98999023,540.09
24441,0,324.0,-199.0,29.98999023,-71.8825
24442,1,620.0,-163.0,79.98999023,42.275
24443,1,108.0,589.25,129.9899902,-16.6575
24444,0,728.0,-29.25,79.98999023,-0.345
24445,0,789.0,-23.25,59.98999023,-3.125
24446,1,620.0,-58.25,29.98999023,-2.4
24447,0,94.0,-132.25,149.98999019999997,-102.47
24448,0,261.0,56.0,149.98999019999997,12.3075
24449,1,272.0,-2.25,9.989997864,1.59
24450,0,728.0,-351.75,59.98999023,-30.6725
24451,1,132.0,-246.25,29.98999023,-24.5575
24452,1,173.0,-141.25,199.98999019999997,-65.07
24453,0,682.0,12.75,59.98999023,-15.2925
24454,1,682.0,-4.25,79.98999023,0.0
24455,0,321.0,-113.5,149.98999019999997,-45.5475
24456,1,509.0,59.25,9.989997864,0.32
24457,0,620.0,-101.0,29.98999023,-2.5425
24458,0,728.0,-33.0,29.98999023,0.0
24459,0,620.0,-38.0,29.98999023,-0.6275
24460,1,620.0,-125.25,59.98999023,-1.43
24461,0,682.0,-19.5,29.98999023,-2.4475
24462,0,145.0,-10.25,129.9899902,-2.625
24463,1,197.0,-302.25,149.98999019999997,-21.6125
24464,1,304.0,-35.5,79.98999023,-0.315
24465,1,789.0,8.25,79.98999023,16.8
24466,1,722.0,-9.5,29.98999023,0.08
24467,0,273.0,-0.5,29.98999023,-0.45
24468,0,56.0,212.25,99.98999023,41.315
24469,0,728.0,-24.5,29.98999023,-5.975
24470,1,682.0,43.75,79.98999023,9.42
24471,0,682.0,19.5,9.989997864,-0.2475
24472,1,728.0,69.5,29.98999023,0.0
24473,1,728.0,102.5,29.98999023,-52.025
24474,0,305.0,111.5,129.9899902,12.4425
24475,0,249.0,120.75,149.98999019999997,47.97
24476,1,789.0,0.0,149.98999019999997,0.0
24477,0,682.0,-33.0,29.98999023,-13.83
24478,0,271.0,-112.25,129.9899902,-15.1
24479,1,160.0,-687.75,149.98999019999997,-60.7775
24480,1,44.0,57.0,149.98999019999997,0.0
24481,1,43.0,2318.0,199.98999019999997,326.3925
24482,0,620.0,-164.75,29.98999023,-29.0775
24483,0,173.0,-59.0,199.98999019999997,-2.23
24484,0,367.0,214.75,199.98999019999997,-2.43
24485,1,413.0,422.5,129.9899902,12.855
24486,0,538.0,-80.75,129.9899902,-4.635
24487,1,231.0,127.75,149.98999019999997,-4.675
24488,0,789.0,9.0,29.98999023,-0.315
24489,1,126.0,-179.5,149.98999019999997,-6.9725
24490,0,228.0,76.5,99.98999023,-0.2175
24491,0,682.0,-39.75,149.98999019999997,21.525
24492,0,21.0,-61.0,149.98999019999997,28.965
24493,1,789.0,-343.0,29.98999023,-31.0175
24494,0,682.0,109.25,29.98999023,2.4125
24495,0,620.0,41.25,59.98999023,11.525
24496,1,333.0,4.25,149.98999019999997,-1.575
24497,0,728.0,110.5,59.98999023,2.2625
24498,1,223.0,-190.0,129.9899902,93.685
24499,0,620.0,26.5,79.98999023,-0.555
24500,0,293.0,1.75,79.98999023,0.135
24501,1,118.0,65.5,149.98999019999997,-2.015
24502,1,120.0,32.75,99.98999023,-49.88
24503,1,789.0,-65.5,59.98999023,0.7425
24504,1,433.0,-146.25,99.98999023,-11.8875
24505,1,24.0,15.5,99.98999023,-16.4625
24506,1,619.0,35.5,29.98999023,6.6975
24507,1,619.0,-145.25,149.98999019999997,-0.81
24508,0,727.0,208.0,29.98999023,83.3925
24509,1,572.0,-260.25,79.98999023,-0.515
24510,0,221.0,348.25,129.9899902,94.0325
24511,0,681.0,31.25,59.98999023,-0.9025
24512,1,702.0,0.0,129.9899902,2.5
24513,0,555.0,-176.25,29.98999023,-46.1275
24514,1,302.0,359.75,79.98999023,-3.5675
24515,0,86.0,52.5,149.98999019999997,-0.105
24516,1,221.0,-123.25,99.98999023,1.7475
24517,0,427.0,-135.0,149.98999019999997,0.7325
24518,1,619.0,-10.0,59.98999023,-9.595
24519,1,300.0,111.0,79.98999023,-1.675
24520,1,681.0,20.75,59.98999023,30.9425
24521,1,35.0,0.0,79.98999023,0.0
24522,0,200.0,-233.25,149.98999019999997,-9.13
24523,0,365.0,410.0,99.98999023,3.685
24524,0,82.0,32.0,29.98999023,-27.18
24525,1,213.0,1670.75,129.9899902,89.76
24526,0,727.0,0.0,59.98999023,0.0
24527,0,165.0,51.5,9.989997864,0.045
24528,1,254.0,-37.0,79.98999023,0.0
24529,0,21.0,173.0,9.989997864,18.815
24530,0,507.0,233.25,79.98999023,4.86
24531,1,788.0,18.75,29.98999023,-8.9275
24532,1,619.0,-44.5,59.98999023,-0.27
24533,0,616.0,-3.0,9.989997864,-0.135
24534,0,325.0,183.25,29.98999023,41.1
24535,0,501.0,2.5,99.98999023,0.0
24536,0,342.0,-1.5,99.98999023,-17.6825
24537,1,681.0,3.75,29.98999023,0.46
24538,0,243.0,-22.5,149.98999019999997,-0.99
24539,0,727.0,19.5,149.98999019999997,1.725
24540,1,552.0,-28.75,29.98999023,0.0
24541,1,788.0,-145.75,29.98999023,-9.8175
24542,0,303.0,-967.75,149.98999019999997,-198.24
24543,1,477.0,-149.0,149.98999019999997,-1.07
24544,1,411.0,64.75,29.98999023,-0.905
24545,1,619.0,-50.0,149.98999019999997,10.98
24546,1,681.0,-132.0,59.98999023,-0.495
24547,0,788.0,181.25,29.98999023,-1.3275
24548,1,69.0,-146.75,129.9899902,3.5275
24549,0,278.0,-14.5,129.9899902,-12.28
24550,0,788.0,-321.5,79.98999023,-34.8375
24551,1,619.0,24.0,9.989997864,4.665
24552,1,681.0,70.25,29.98999023,0.0
24553,1,577.0,-4.5,149.98999019999997,-0.2675
24554,1,310.0,299.5,99.98999023,-4.65
24555,0,167.0,205.75,149.98999019999997,36.6825
24556,1,378.0,16.5,29.98999023,0.255
24557,1,619.0,2.5,29.98999023,-3.5275
24558,1,619.0,175.75,149.98999019999997,-0.6975
